name,description,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
pi_met,Met Native Hawaiian or Pacific Islander Subgroup Growth Target,,,,,,,,,,,,X,,
pi_met,Met Pacific Islander Subgroup Growth Target,X,X,X,X,X,X,X,X,X,X,,,,
pi_num,Number of Native Hawaiian or Pacific Islander Included in API,,,,,,,,,,,,X,X,X
pi_num,Number of Pacific Islanders Included in API,X,X,X,X,X,X,X,X,X,X,,,,
pi_num,Number of Native Hawaiian/Pacific Islander Included in API,,,,,,,,,,,X,,,
pi_sig,Pacific Islanders Significant? (Yes/No),X,X,X,X,X,X,X,,,,,,,
pi_sig,Native Hawaiian/Pacific Islander Significant Both Years? (Yes/No),,,,,,,,,,,X,,,
pi_sig,Pacific Islanders Significant Both Years? (Yes/No),,,,,,,,X,X,X,,,,
pi_sig,Native Hawaiian or Pacific Islander Significant Both Years? (Yes/No),,,,,,,,,,,,X,X,X
pi_targ,[Last year Range] Native Hawaiian or Pacific Islander Subgroup Growth Target,,,,,,,,,,,,X,,
pi_targ,[Last year Range] Native Hawaiian/Pacific Islander Subgroup Growth Target,,,,,,,,,,,X,,,
pi_targ,[Last year Range] Pacific Islanders Subgroup Growth Target,X,X,X,X,X,X,X,X,,X,,,,
pi_targ,[Last Year] -[This Year] Native Hawaiian or Pacific Islander Growth Target,,,,,,,,,,,,,X,
pi_targ,[Last Year] -[This Year] Pacific Islanders Subgroup Growth Target,,,,,,,,,X,,,,,
pi_targ,[Last year Range] Native Hawaiian or Pacific Islander Growth Target,,,,,,,,,,,,,,X
pnrt_l28,Product of Test Weights Multiplied by Valid scores for NRT language in Grades 2-8,,,,,,X,X,X,,,,,,
pnrt_l28,Product of Test Weights multiplied by Valid scores for NRT language in Grades 2-8,,,,,,,,,X,,,,,
pnrt_m28,Product of Test Weights multiplied by Valid scores for NRT mathematics in Grades 2-8,,,,,,,,,X,,,,,
pnrt_m28,Product of Test Weights Multiplied by Valid scores for NRT mathematics in Grades 2-8,,,,,,X,X,X,,,,,,
pnrt_r28,Product of Test Weights Multiplied by Valid scores for NRT reading in Grades 2-8,,,,,,X,X,X,,,,,,
pnrt_r28,Product of Test Weights multiplied by Valid scores for NRT reading in Grades 2-8,,,,,,,,,X,,,,,
pnrt_s28,Product of Test Weights multiplied by Valid scores for NRT spelling in Grades 2-8,,,,,,,,,X,,,,,
pnrt_s28,Product of Test Weights Multiplied by Valid scores for NRT spelling in Grades 2-8,,,,,,X,X,X,,,,,,
rtype,"Record Type: D=District, S=School, X=State",,,,,,,X,X,X,X,X,X,X,X
rtype,"Record Type: D=District, S=School, M=Small, A=ASAM",,,,,,X,,,,,,,,
rtype,"Record Type: (D=District, S=School, A=ASAM)",,,,X,,,,,,,,,,
rtype,"Record Type: D=District, S=School, M=Small, F=Direct Funded Charter, A=ASAM, B=ASAM and Small",,,,,X,,,,,,,,,
sch_wide,Met School-wide Growth Target,X,X,X,X,X,X,X,X,X,X,X,X,X,X
sd_api_base,[Last Year] Socioeconomically Disadvantaged API (Base),X,X,X,X,X,X,X,X,X,X,X,X,X,X
sd_api_growth,[This Year] Socioeconomically Disadvantaged API (Growth),X,X,X,X,X,X,X,X,X,X,X,X,X,X
sd_grow,[Last year Range] Socioeconomically Disadvantaged Growth,X,X,X,X,X,X,X,X,X,X,X,X,X,X
sd_met,Met Socioeconomically Disadvantaged Subgroup Growth Target,X,X,,X,X,X,X,X,X,X,X,X,,
sd_met,Met Socioeconomically Disadvantaged subgroup growth target,,,X,,,,,,,,,,,
sd_met,Met Socioeconomically Disadvantaged Growth Target,,,,,,,,,,,,,X,X
sd_num,Number of Socioeconomically Disadvantaged (SD) Students Included in API,X,X,X,X,X,X,X,X,X,X,X,X,X,X
sd_sig,Socioeconomically Disadvantaged Significant? (Yes/No),X,X,X,X,X,X,X,X,X,X,X,X,X,X
sd_targ,[Last year Range] Socioeconomically Disadvantaged subgroup Growth Target,X,X,X,X,X,X,X,X,X,X,X,X,,
sd_targ,[Last year Range] Socioeconomically Disadvantaged Growth Target,,,,,,,,,,,,,X,X
size,"S=Small (11-99 Valid API Scores), T=Under 11 Valid API Scores",,,,,,,X,X,X,X,X,X,X,X
sm_base,* = School was designated as a small school for Base API purposes in [Last Year],,,,,,,,,,X,X,X,X,X
sm_base,* =School was designated as a small school for Base API purposes in [Last Year],,,,,,,X,X,X,,,,,
sm_growth,* =School was designated as a small school for Growth API purposes in [This Year],,,,,,,X,X,X,,,,,
sm_growth,* = School was designated as a small school for Growth API purposes in [This Year],,,,,,,,,,X,X,X,X,X
smob,Percentage of Students Who First Attended this School in the Present Year,,,X,X,X,X,,,,,,,,
sname,School Name,X,X,X,X,X,X,X,X,X,X,X,X,X,X
some_col,Parent Ed Level: Percent Some College,X,X,X,X,X,X,X,X,X,X,X,X,X,X
sped,"A= Alternative Schools Accountability Model (ASAM), E=Special Education, and C=Combination ASAM and Special Education",,,,,,,,,,X,X,X,X,X
sped,"A=Alternative Schools Accountability Model (ASAM), E=Special Education, and C=Combination ASAM and Special Education",,,,,,,X,X,X,,,,,
stype,"School Type: (E=Elem, M=Middle, H=High School, S=Small)",,X,X,X,,,,,,,,,,
stype,"School Type: (E=Elem, M=Middle, H=High School)",X,,,,,,,,,,,,,
stype,"Type: 1=Unified, 2=Elementary District, 3=9-12 High District, 4=7-12 High District, E=Elementary School, M=Middle School, H=High School",,,,,X,X,X,X,X,X,X,X,X,X
target,"[Last year Range] Growth Target, ""A,"" ""B,"" ""C,"" or ""D,"" (A = Met Interim Performance Target of 800. B= School did not have a valid [Last Year] API Base and there is no Growth or target information. C = School had significant demographic changes and there is no Growth or target information D= There is no growth target for Districts, or Special Education schools.",,,,,,,,,,,,X,X,X
target,"[Last year Range] Growth Target, ""A,"" ""D,"" ""E,"" or ""F"" (A=Met Interim Performance Target of 800. D=School had significant demographic changes and there is no Growth or target information E=There is no growth target for Districts and ASAM schools F=School was an Alternative Schools Accountability Model (ASAM) school in the API Base report and has no target information even though the school is no longer an ASAM school)",,,,,X,,,,,,,,,
target,"[Last year Range] Growth Target, ""A,"" ""B,"" ""C,"" ""D,"" or ""E"". (A=Met Interim Performance Target of 800. B=School did not have a valid [Last Year] API Base and there is no Growth or target information. C=School had significant demographic changes and there is no Growth or target information D=There is no growth target for Districts or ASAM schools E= School was an Alternative Schools Accountability Model (ASAM) school in the API Base report and has no target information even though the school is no longer an ASAM school).",,,,,,,,X,,,,,,
target,"[Last year Range] Growth Target or ""A"" (A=Met Interim Performance Target of 800 in 2000)",,,X,,,,,,,,,,,
target,"[Last year Range] Growth Target, ""A,"" ""B,"" ""C,"" ""D,"" or ""E"". (A=Met Interim Performance Target of 800. B=School did not have a valid [Last Year] API Base and there is no Growth or target information. C=School had significant demographic changes and there is no Growth or target information D=There is no growth target for Districts, ASAM or Special Education schools E=School was an Alternative Schools Accountability Model (ASAM) school in the API Base report and has no target information even though the school is no longer an ASAM school).",,,,,,,,,X,,,,,
target,"[Last year Range] Growth Target or ""A"" (A=Met Interim Performance Target of 800 in [Last Year])",,X,,,,,,,,,,,,
target,"[Last year Range] Growth Target, ""A,"" ""B,"" ""C,"" ""D,"" or ""E"". (A=Met Interim Performance Target of 800. B= School did not have a valid [Last Year] API Base and there is no Growth or target information. C=School had significant demographic changes and there is no Growth or target information D=There is no growth target for Districts and ASAM schools E= School was an Alternative Schools Accountability Model (ASAM) school in the API Base report and has no target information even though the school is no longer an ASAM school).",,,,,,X,X,,,,,,,
target,"[Last year Range] Growth Target, ""A"" or ""E"" (A= Met Interim Performance Target of 800. E=There is no growth target for Districts and ASAM schools.)",,,,X,,,,,,,,,,
target,"[Last year Range] Growth Target, ""A,"" ""B,"" ""C,"" ""D,"" or ""E"". (A = Met Interim Performance Target of 800. B= School did not have a valid [Last Year] API Base and there is no Growth or target information. C = School had significant demographic changes and there is no Growth or target information D= There is no growth target for Districts, ASAM or Special Education schools E = School was an Alternative Schools Accountability Model (ASAM) school in the API Base report and has no target information even though the school is no longer an ASAM school).",,,,,,,,,,X,X,,,
target,[This Year] API Target,X,,,,,,,,,,,,,
tested,Number of Students Tested,X,X,X,X,X,X,X,X,X,X,X,X,X,X
tot_28,Product of Total of Test Weights multiplied by Total of Valid scores in grades 2-8,,,,,,,,,X,X,X,X,X,X
tot_28,Product of Total of Test Weights Multiplied by Total of Valid scores in grades 2-8,,,,,,X,X,X,,,,,,
tot_911,Product of Total of Test Weights Multiplied by Total of Valid scores in grades 9-11,,,,,,X,X,X,,,,,,
tot_911,Product of Total of Test Weights multiplied by Total of Valid scores in grades 9-11,,,,,,,,,X,X,X,X,X,X
valid,Number of Scores included in the [This Year] API,,,,,X,X,,,,,,,,
valid,Number of Scores included in the [This Year] Academic Performance Index (API),,,,,,,X,X,X,X,X,X,X,X
vchs_e,Valid Score for CAHSEE English-language arts in Grades 9-11,,,,,,X,,,,,,,,
vchs_e,Valid Score for California High School Exit Exam (CAHSEE) English-Language Arts (ELA) in Grades 9-11,,,,,,,X,X,X,X,X,X,X,X
vchs_m,Valid Score for CAHSEE mathematics in Grades 9-11,,,,,,X,X,X,X,X,X,X,X,X
vcst_e28,Valid Score for California Standards Test (CST) in English-language arts Grades 2-8,,,,,,X,X,X,X,X,X,X,X,X
vcst_e911,Valid Score for CST in English-language arts Grades 9-11,,,,,,X,X,X,X,X,X,X,X,X
vcst_h28,Valid Score for CST in history-social science Grades 2-8,,,,,,X,X,X,X,X,X,X,,
vcst_h28,Valid Score for CST in history-social science Grade 8 only,,,,,,,,,,,,,X,X
vcst_h911,Valid Score for CST in history-social science arts Grades 9-11,,,,,,X,X,,,,,,,
vcst_h911,Valid Score for CST in history-social science Grades 9-11.,,,,,,,,X,X,X,X,X,X,X
vcst_ls10,Valid Score for CST in Life Science Grade 10 only,,,,,,,,X,X,X,X,X,X,X
vcst_m28,Valid Score for CST in mathematics Grades 2-8,,,,,,X,X,X,X,X,X,X,X,X
vcst_m911,Valid Score for CST in mathematics arts Grades 9-11,,,,,,X,X,X,X,X,X,X,X,X
vcst_s28,Valid Score for CST in science Grades 2-8,,,,,,X,X,,,,,,,
vcst_s28,Valid Score for CST Grades 5 & 8 only,,,,,,,,,,,,,X,X
vcst_s28,Valid Score for CST in science Grades 2-8 (Includes ONLY Grades 5 & 8),,,,,,,,X,X,X,X,X,,
vcst_s911,"Valid Score for CST in science Grades 9-11. End of Course, CST.",,,,,,,,X,X,X,X,X,X,X
vcst_s911,Valid Score for CSt in science arts Grades 9-11,,,,,,X,X,,,,,,,
vcstm2_28,Valid Score for Mathematics Assignment of 200 CST in Grades 2-8,,,,,,,,X,X,X,X,X,X,X
vcstm2_911,Valid Score for Mathematics Assignment of 200 CST in Grades 9-11,,,,,,,,X,X,X,X,X,,
vcstm2_911,Valid Score for Mathematics Assignment of 200 CST in Grades 8-11,,,,,,,,,,,,,X,X
vcsts2_911,"Valid Score for Science Assignment of 200 CST in Grades 9-11, end of course",,,,,,,,,,,,,X,X
vcsts2_911,Valid Score for Science Assignment of 200 CST in Grades 9-11,,,,,,,,X,X,X,X,X,,
vnrt_l28,Valid Score for NRT language in Grades 2-8,,,,,,X,X,X,X,,,,,
vnrt_m28,Valid Score for NRT mathematics in Grades 2-8,,,,,,X,X,X,X,,,,,
vnrt_r28,Valid Score for Norm-Referenced Test (NRT) reading in Grades 2-8,,,,,,,X,X,X,,,,,
vnrt_r28,Valid Score for NRT reading in Grades 2-8,,,,,,X,,,,,,,,
vnrt_s28,Valid Score for NRT spelling in Grades 2-8,,,,,,X,X,X,X,,,,,
wh_api_base,[Last Year] White API (Base),X,X,X,X,,X,X,X,X,X,X,X,X,X
wh_api_growth,[This Year] Whites API (Growth),X,X,X,X,X,X,X,X,X,X,,,,
wh_api_growth,[This Year] White API (Growth),,,,,,,,,,,X,X,X,X
wh_api_growth,[Last Year] White API (Base),,,,,X,,,,,,,,,
wh_grow,[Last year Range] White Growth,X,X,X,X,X,X,X,X,X,X,X,X,X,X
wh_met,Met White Growth Target,,,,,,,,,,,,,X,X
wh_met,Met White Subgroup Growth Target,X,X,X,X,X,X,X,X,X,X,X,X,,
wh_num,Number of White included in API,,,,,,,,,,,X,X,X,X
wh_num,Number of whites included in API,X,X,X,X,X,X,X,X,X,X,,,,
wh_sig,White Significant Both Years? (Yes/No),,,,,,,,X,X,X,X,X,X,X
wh_sig,White Significant? (Yes/No),X,X,X,X,X,X,X,,,,,,,
wh_targ,[Last year Range] Whites Subgroup Growth Target,X,X,X,X,X,X,X,X,X,X,,,,
wh_targ,[Last year Range] White Subgroup Growth Target,,,,,,,,,,,X,X,,
wh_targ,[Last year Range] White Growth Target,,,,,,,,,,,,,X,X
yr_rnd,Year Round School,X,,,,,,,,,,,,,
yr_rnd,Multi-Track Year-Round School,,X,X,X,X,X,X,X,X,X,X,X,X,X
